#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1413	US|0.9207|None;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit	No hit	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales
OTU1414	GS|97.6|HQ436097|SH1173387.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales,f:Tubeufiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales,f:Tubeufiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales,f:Tubeufiaceae	k:Fungi,p:Ascomycota
OTU1415	GS|99.1|KY992583|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae,g:Sordaria	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae,g:Sordaria	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae
OTU1416	GS|99.6|KF636767|SH1614490.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae
OTU1417	GS|99.7|KX195103|NA;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales	k:Fungi	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales
OTU1418	GS|99.2|MH451316|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Metazoa
OTU1419	US|0.9145|None;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales	No hit	No hit	k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales
OTU1420	GSL|100.0|KT314196|NA;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae	k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae
OTU1421	US|0.9045|KU063630|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Rozellomycota	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU1422	GS|99.3|KC992944|SH1144794.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus christianopolitanus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus christianopolitanus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus christianopolitanus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae
OTU1423	US|0.9380|None;k:Glaucocystoplantae,p:Glaucocystophyta,c:Glaucocystophyceae,o:Glaucocystales	No hit	No hit	k:Glaucocystoplantae,p:Glaucocystophyta,c:Glaucocystophyceae,o:Glaucocystales
OTU1424	SS|0.9000|AY916492|SH1237464.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales,f:Tubeufiaceae,g:Acanthostigma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales,f:Tubeufiaceae,g:Acanthostigma,s:Acanthostigma perpusillum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales,f:Tubeufiaceae,g:Acanthostigma	k:Fungi,p:Ascomycota
OTU1426	US|0.9397|KT197103|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU1427	GS|98.3|JX202555|SH1608571.08FU;k:Stramenopila,p:Ochrophyta,c:Eustigmatophyceae,o:Eustigmatales,f:Eustigmataceae,g:Eustigmatos	k:Stramenopila,p:Ochrophyta,c:Eustigmatophyceae,o:Eustigmatales,f:Eustigmataceae,g:Eustigmatos	k:Stramenopila,p:Ochrophyta,c:Eustigmatophyceae,o:Eustigmatales,f:Eustigmataceae	k:Stramenopila,p:Ochrophyta,c:Eustigmatophyceae
OTU1428	US|0.9110|None;k:Metazoa,p:Porifera,c:Calcarea,o:Leucosolenida	No hit	No hit	k:Metazoa,p:Porifera,c:Calcarea,o:Leucosolenida
OTU1429	GS|100.0|GU328515|SH1179432.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Stephanosporaceae,g:Cristinia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Stephanosporaceae,g:Cristinia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Stephanosporaceae,g:Cristinia	k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU1430	SS|0.9900|EU516983|SH1243051.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Protista
OTU1431	US|0.9653|None;k:Rhizaria,p:Cercozoa	No hit	No hit	k:Rhizaria,p:Cercozoa
OTU1432	US|0.9090|MF571304|NA;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales
OTU1433	GS|100.0|KX057795|SH1552393.08FU;k:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Urocystidales,f:Urocystidaceae,g:Urocystis,s:Urocystis agropyri	k:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Urocystidales,f:Urocystidaceae,g:Urocystis,s:Urocystis agropyri	k:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Urocystidales,f:Urocystidaceae,g:Urocystis,s:Urocystis agropyri	k:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Urocystidales,f:Urocystidaceae,g:Urocystis
OTU1434	US|0.9320|None;k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales	No hit	k:Fungi	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales
OTU1435	GS|99.7|MF481461|NA;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales
OTU1436	US|0.9110|JX353315|NA;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi	No hit	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales
OTU1437	US|0.9299|EU480255|SH1556692.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1438	US|0.9380|FJ797478|NA;k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales	k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Paracercomonas	No hit	k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales
OTU1439	GS|98.4|KP323397|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
OTU1440	GSL|100.0|AF027764|SH1515070.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothideaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothideaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
OTU1441	SS|1.0000|MH451148|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales	k:Fungi,p:Basidiomycota,c:Pucciniomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales
OTU1442	US|0.9690|None;k:Rhizaria,p:Cercozoa	No hit	No hit	k:Rhizaria,p:Cercozoa
OTU1443	US|0.9380|None;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales	No hit	No hit	k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales
OTU1444	US|0.8843|KX220707|NA;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales	k:Fungi	k:Fungi,p:Ascomycota,c:Orbiliomycetes	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales
OTU1445	SS|0.9900|AY350299|NA;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae,g:Acaulospora	k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae,g:Acaulospora	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae
OTU1446	GS|100.0|JX387171|NA;k:Fungi,p:Glomeromycota,c:Paraglomeromycetes	k:Fungi,p:Glomeromycota,c:Paraglomeromycetes	No hit	k:Fungi
OTU1447	SS|0.9600|KR266870|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota
OTU1448	GS|97.8|UDB005001|SH1547369.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Cantharellaceae,g:Pseudocraterellus,s:Pseudocraterellus undulatus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Cantharellaceae,g:Pseudocraterellus,s:Pseudocraterellus undulatus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Cantharellaceae
OTU1449	US|0.9207|FJ237092|SH1154955.08FU;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales
OTU1450	US|0.9119|JX136643|NA;k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales	k:Fungi	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales
OTU1451	GS|100.0|KU537937|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota
OTU1452	GS|97.1|HQ728115|SH1577459.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Passalora,s:Passalora californica	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Passalora,s:Passalora californica	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	k:Fungi
OTU1453	SS|0.9900|KM493421|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Volutella	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Volutella	k:Fungi,p:Ascomycota
OTU1454	GSL|100.0|UDB035173|SH1549156.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1455	US|0.9653|None;k:Amoebozoa,p:Discosea	No hit	No hit	k:Amoebozoa,p:Discosea
OTU1456	SS|1.0000|KF163672|SH1595184.08FU;k:Viridiplantae,p:Anthophyta,c:Monocotyledonae,o:Poales,f:Poaceae	k:Viridiplantae,p:Anthophyta,c:Monocotyledonae,o:Poales,f:Poaceae,g:Cenchrus	k:Viridiplantae,p:Anthophyta,c:Monocotyledonae,o:Poales,f:Poaceae	k:Viridiplantae,p:Anthophyta,c:Monocotyledonae,o:Poales
OTU1457	US|0.9702|None;k:Rhizaria,p:Cercozoa	No hit	No hit	k:Rhizaria,p:Cercozoa
OTU1458	US|0.9380|None;k:Ichthyosporia,c:Ichthyosporea,o:Dermocystida	No hit	No hit	k:Ichthyosporia,c:Ichthyosporea,o:Dermocystida
OTU1459	GS|99.6|FJ860760|SH1568277.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma gelatinosum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma gelatinosum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma gelatinosum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma
OTU1460	GSL|100.0|KY633556|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales,f:Phacidiaceae,g:Allantophomopsis,s:Allantophomopsis cytisporea	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales,f:Phacidiaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales,f:Phacidiaceae,g:Allantophomopsis,s:Allantophomopsis cytisporea	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales,f:Phacidiaceae
OTU1461	SS|0.8300|HQ154304|SH1237598.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales
OTU1462	US|0.9207|None;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales	No hit	No hit	k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales
OTU1463	GDL|98.3|JX043210|SH1247419.08FU;	k:Amoebozoa	k:Amoebozoa	k:Rhizaria,p:Cercozoa
OTU1464	SS|0.9800|MH212068|SH1218081.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales,f:Geastraceae,g:Geastrum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales,f:Geastraceae,g:Geastrum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales,f:Geastraceae,g:Geastrum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales,f:Geastraceae
OTU1465	US|0.9110|None;k:Rhodoplantae,p:Rhodophyta,c:Florideophyceae,o:Corallinales	No hit	No hit	k:Rhodoplantae,p:Rhodophyta,c:Florideophyceae,o:Corallinales
OTU1466	US|0.9690|KX220507|NA;k:Viridiplantae,p:Chlorophyta	k:Fungi	No hit	k:Viridiplantae,p:Chlorophyta
OTU1467	GS|100.0|KP175235|SH1589592.08FU;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Gymnosperma	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Gymnosperma	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Gymnosperma	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Lamiales
OTU1468	GS|99.0|GU306230|NA;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
OTU1469	GS|100.0|HE687146|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella
OTU1470	GS|100.0|KU175677|SH1506479.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1471	US|0.8882|None;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Malvales	No hit	No hit	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Malvales
OTU1472	SS|1.0000|FJ237161|SH1159947.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU1473	US|0.9690|KP160877|NA;k:Rhizaria,p:Cercozoa	k:Fungi	No hit	k:Rhizaria,p:Cercozoa
OTU1474	US|0.9110|None;k:Metazoa,p:Ctenophora,c:Tentaculata,o:Cydippida	No hit	No hit	k:Metazoa,p:Ctenophora,c:Tentaculata,o:Cydippida
OTU1475	US|0.9690|KY322052|NA;k:Amoebozoa,p:Discosea	k:Fungi	No hit	k:Amoebozoa,p:Discosea
OTU1476	US|0.9196|KY228737|NA;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Trapeliales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Trapeliales
OTU1477	US|0.9540|None;k:Fungi,p:Basidiomycota	No hit	No hit	k:Fungi,p:Basidiomycota
OTU1478	US|0.9653|JX342955|NA;k:Fungi,p:Chytridiomycota	k:Fungi	k:Fungi	k:Fungi,p:Chytridiomycota
OTU1479	GDL|98.6|KP160383|NA;	k:Fungi	No hit	k:Rhizaria,p:Cercozoa
OTU1480	GS|99.2|FN397433|SH1560582.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1482	US|0.9637|None;k:Fungi,p:Rozellomycota	No hit	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota
OTU1483	GS|100.0|JX319026|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1484	US|0.9110|KX222988|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	k:Fungi	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales
OTU1485	US|0.8843|MF570251|NA;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales	k:Fungi	k:Fungi,p:Ascomycota,c:Orbiliomycetes	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales
OTU1486	SS|0.8900|FJ797458|NA;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas	k:Rhizaria,p:Cercozoa	k:Protista
OTU1487	SS|0.9800|KU204605|SH1517323.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Coryneliales,f:Coryneliaceae,g:Corynelia,s:Corynelia uberata	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Coryneliales,f:Coryneliaceae,g:Corynelia,s:Corynelia uberata	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Coryneliales,f:Coryneliaceae,g:Corynelia,s:Corynelia uberata	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Coryneliales,f:Coryneliaceae
OTU1488	SS|1.0000|MH452520|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales
OTU1489	US|0.9354|KF617895|SH1169435.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Minutisphaerales	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Minutisphaerales
OTU1490	SS|0.8400|KT780306|SH1151754.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales
OTU1491	GS|100.0|MG807334|SH1543609.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae,g:Auxarthron,s:Auxarthron ostraviense	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae,g:Auxarthron,s:Auxarthron ostraviense	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae,g:Auxarthron,s:Auxarthron ostraviense	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae
OTU1492	GS|98.0|KX222676|NA;k:Fungi,p:Basidiomycota	k:Fungi	k:Fungi	k:Fungi,p:Basidiomycota
OTU1493	GS|97.6|JX321311|NA;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi	k:Fungi,p:Ascomycota
OTU1494	GS|99.7|KX193864|NA;k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi	k:Fungi	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales
OTU1495	GDL|98.7|MF481812|NA;	k:Protista	No hit	k:Rhizaria,p:Cercozoa
OTU1496	US|0.9161|MF569513|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Jahnulales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Jahnulales
OTU1497	US|0.9569|None;k:Rhizaria,p:Cercozoa	No hit	No hit	k:Rhizaria,p:Cercozoa
OTU1498	SS|0.9100|MF486164|NA;k:Viridiplantae,p:Chlorophyta,g:Chlamydomonas	k:Fungi,p:Olpidiomycota,c:Olpidiomycetes,o:Olpidiales,f:Olpidiaceae	k:Viridiplantae,p:Chlorophyta,g:Chlamydomonas	k:Viridiplantae,p:Chlorophyta
OTU1499	US|0.9635|None;k:Amoebozoa,p:Discosea	No hit	No hit	k:Amoebozoa,p:Discosea
OTU1500	GS|99.2|KT581885|SH1565427.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae
OTU1501	SS|0.8200|KY709685|SH1525088.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Parastagonospora,s:Parastagonospora nodorum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi
OTU1502	SS|0.9600|FN298727|SH1529591.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU1503	GS|99.6|AF436783|SH1220913.08FU;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Malpighiales,f:Malpighiaceae,g:Malpighia,s:Malpighia stevensii	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Malpighiales,f:Malpighiaceae,g:Malpighia,s:Malpighia stevensii	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Malpighiales,f:Malpighiaceae	k:Viridiplantae
OTU1504	US|0.9338|KX194854|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1505	GS|98.5|KX402250|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota
OTU1506	US|0.9045|KP889408|NA;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes	k:Fungi	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales
OTU1507	GS|100.0|AY971698|SH1231805.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae
OTU1508	SS|1.0000|EF159420|SH1506526.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales	k:Fungi	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales
OTU1509	GS|99.2|KJ827644|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae,g:Niesslia	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae,g:Niesslia
OTU1510	GS|99.6|KY574444|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi	k:Fungi
